Work_Order,Root_Work_Order,wo_depot,asset_depot,Asset,description,Comment on WO SiteReport,priority,job_type,Gas in Property,Component,Corrective Action,Repairs,Corrosion,Fracture,Failure,Interference,Other,status,status_date,scheduled_start,actual_finish,Location,principal_street,post_town,out_code,in_code,Lead_Id,Lead_Name,Material,Diameter
W2303060,W2303055,GLASGOW,GLASGOW,ASSET-7898,Gas smell report investigation,Bypass valve faulty,1,MR,YES,VALVE,Section replaced with PE,Y,1,0,0,0,0,CLOSE,2026-05-26 18:08:39,2026-05-26 10:46:00,2026-05-26 18:08:39,LOC-GLW-696,HIGH STREET,GLASGOW,GL5,5UP,ENG015,Diane Kerr,PE,150
W2303061,W2303053,PAISLEY,PAISLEY,ASSET-5445,Service riser inspection,Isolation required,3,MR,YES,JOINT,Riser section replaced,Y,1,0,0,0,0,PEND,2026-05-27 10:35:06,2026-05-27 07:26:00,2026-05-27 10:35:06,LOC-PSL-717,VICTORIA ROAD,PAISLEY,PS6,7UC,ENG015,Diane Kerr,ST,200
W2303062,W2303055,MOTHERWELL,MOTHERWELL,ASSET-1495,Main repair following excavation,Temporary clamp applied,1,IR,NO  [Root WO: Gas in Property = NO],MAIN,Section replaced with PE,Y,1,0,0,0,0,OPEN,2026-05-27 18:50:12,2026-05-27 10:57:00,2026-05-27 18:50:12,LOC-MTH-639,BUCHANAN STREET,MOTHERWELL,MT5,7MR,ENG015,Diane Kerr,ST,25
W2303063,W2303056,MOTHERWELL,MOTHERWELL,ASSET-1835,Main repair following excavation,Corrosion on steel riser above ground,1,ME,YES,VALVE,Pipe section renewed,Y,0,0,1,0,0,CLOSE,2026-05-27 19:00:08,2026-05-27 11:56:00,2026-05-27 19:00:08,LOC-MTH-708,ARGYLE STREET,MOTHERWELL,MT2,2QY,ENG003,Catriona Stewart,ST,32
W2303064,W2303061,DUNDEE,DUNDEE,ASSET-4667,Pressure drop investigation,Leak found at joint under pavement,4,MR,NO  [Root WO: Gas in Property = NO],MAIN,Clamp fitted,Y,0,0,1,0,0,OPEN,2026-05-26 13:21:28,2026-05-26 11:12:00,2026-05-26 13:21:28,LOC-DND-487,KING STREET,DUNDEE,DN1,4CV,ENG014,Ross Campbell,ST,25
W2303065,W2303063,AYR,AYR,ASSET-0100,Pressure drop investigation,Temporary clamp applied,4,EM,NO,METER,Monitor and review,N,0,0,0,1,0,COMP,2026-05-27 11:13:12,2026-05-27 07:53:00,2026-05-27 11:13:12,LOC-AYR-787,CHURCH STREET,AYR,AY2,8RZ,ENG014,Ross Campbell,AC,25
W2303066,W2303056,DUNDEE,DUNDEE,ASSET-1480,Meter bypass repair,PE joint failure on low pressure,1,EM,NO  [Root WO: Gas in Property = NO],JOINT,Isolation applied,N,0,0,1,0,0,COMP,2026-05-27 15:05:02,2026-05-27 12:36:00,2026-05-27 15:05:02,LOC-DND-351,HIGH STREET,DUNDEE,DN5,1LJ,ENG014,Ross Campbell,AC,63
W2303067,W2303062,ABERDEEN,ABERDEEN,ASSET-9829,Pressure drop investigation,No visible defect found on main,1,MR,NO,MAIN,Temporary repair applied,N,1,0,0,0,0,OPEN,2026-05-26 16:37:03,2026-05-26 13:22:00,2026-05-26 16:37:03,LOC-ABD-593,BUCHANAN STREET,ABERDEEN,AB9,3LA,ENG002,Alistair Fraser,AC,25
W2303068,W2303063,INVERNESS,INVERNESS,ASSET-9763,Service pipe leak repair,Leak found at joint under pavement,4,ME,NO  [Root WO: Gas in Property = YES],VALVE,Section replaced with PE,Y,0,1,0,0,0,OPEN,2026-05-26 19:12:56,2026-05-26 10:48:00,2026-05-26 19:12:56,LOC-INV-165,ARGYLE STREET,INVERNESS,IN5,5DL,ENG006,Kevin McAllister,AC,25
W2303069,W2303060,INVERNESS,INVERNESS,ASSET-0987,PE pipe section renewal,Temporary clamp applied,3,IR,NO  [Root WO: Gas in Property = YES],VALVE,Temporary repair applied,N,0,0,0,1,0,CLOSE,2026-05-26 13:04:29,2026-05-26 08:36:00,2026-05-26 13:04:29,LOC-INV-825,BUCHANAN STREET,INVERNESS,IN6,1BV,ENG004,Douglas Reid,ST,25
W2303070,W2303063,PERTH,PERTH,ASSET-5578,Emergency service connection,Leak found at joint under pavement,2,ME,NO  [Root WO: Gas in Property = YES],JOINT,Riser section replaced,Y,0,0,1,0,0,PEND,2026-05-26 16:18:04,2026-05-26 09:02:00,2026-05-26 16:18:04,LOC-PRT-523,BUCHANAN STREET,PERTH,PR1,4LC,ENG009,Lorna Mitchell,PE,200
W2303071,W2303062,PERTH,PERTH,ASSET-1950,Valve replacement,Isolation required,3,IR,NO  [Root WO: Gas in Property = YES],METER,PE joint re-made,N,0,0,0,1,0,COMP,2026-05-26 15:28:07,2026-05-26 06:52:00,2026-05-26 15:28:07,LOC-PRT-385,HIGH STREET,PERTH,PR2,5YP,ENG009,Lorna Mitchell,PE,63
W2303072,W2303068,GLASGOW,GLASGOW,ASSET-7872,Joint failure investigation,Customer reported smell,4,ME,NO  [Root WO: Gas in Property = YES],JOINT,Pipe section renewed,Y,0,0,0,0,1,COMP,2026-05-27 14:32:06,2026-05-27 09:10:00,2026-05-27 14:32:06,LOC-GLW-811,VICTORIA ROAD,GLASGOW,GL6,5PP,ENG003,Catriona Stewart,ST,150
W2303073,W2303071,PERTH,PERTH,ASSET-0718,Gas smell report investigation,PE joint failure on low pressure,3,ME,YES,JOINT,Monitor and review,N,1,0,0,0,0,PEND,2026-05-27 11:59:44,2026-05-27 06:56:00,2026-05-27 11:59:44,LOC-PRT-212,VICTORIA ROAD,PERTH,PR4,4RZ,ENG009,Lorna Mitchell,ST,63
W2303074,W2303070,GLASGOW,GLASGOW,ASSET-7224,Gas smell report investigation,Corrosion on steel riser above ground,2,ME,NO  [Root WO: Gas in Property = NO],MAIN,Riser section replaced,N,0,0,1,0,0,OPEN,2026-05-26 15:44:29,2026-05-26 09:25:00,2026-05-26 15:44:29,LOC-GLW-799,PRINCES STREET,GLASGOW,GL5,1OT,ENG010,Brian Thomson,AC,200
W2303075,W2303073,MOTHERWELL,MOTHERWELL,ASSET-2548,Service riser inspection,Root damage identified,3,MR,NO,VALVE,Monitor and review,Y,1,0,0,0,0,COMP,2026-05-26 14:33:25,2026-05-26 07:20:00,2026-05-26 14:33:25,LOC-MTH-059,KING STREET,MOTHERWELL,MT4,1AV,ENG015,Diane Kerr,PE,25
W2303076,W2303067,PAISLEY,PAISLEY,ASSET-0888,Corrosion repair on main,PE joint failure on low pressure,3,MR,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Clamp fitted,N,1,0,0,0,0,COMP,2026-05-26 12:37:08,2026-05-26 06:54:00,2026-05-26 12:37:08,LOC-PSL-367,MARKET STREET,PAISLEY,PS8,8KE,ENG001,John MacDonald,PE,150
W2303077,W2303071,GLASGOW,GLASGOW,ASSET-6059,Gas smell report investigation,Corrosion on steel riser above ground,1,EM,NO  [Root WO: Gas in Property = YES],MAIN,Temporary repair applied,Y,0,1,0,0,0,OPEN,2026-05-27 18:15:01,2026-05-27 13:25:00,2026-05-27 18:15:01,LOC-GLW-030,MARKET STREET,GLASGOW,GL7,2ZX,ENG010,Brian Thomson,AC,63
W2303078,W2303070,INVERNESS,INVERNESS,ASSET-2050,Pressure drop investigation,Excavation required,3,ME,NO,SERVICE PIPE,Temporary repair applied,Y,1,0,0,0,0,CLOSE,2026-05-26 16:59:03,2026-05-26 10:32:00,2026-05-26 16:59:03,LOC-INV-916,UNION STREET,INVERNESS,IN4,2MM,ENG011,Sandra Gillies,ST,150
W2303079,W2303075,PAISLEY,PAISLEY,ASSET-7245,Valve replacement,Bypass valve faulty,1,EM,NO  [Root WO: Gas in Property = YES],MAIN,Valve replaced,Y,0,1,0,0,0,CLOSE,2026-05-27 17:55:29,2026-05-27 12:00:00,2026-05-27 17:55:29,LOC-PSL-014,HIGH STREET,PAISLEY,PS7,1UX,ENG002,Alistair Fraser,ST,100
W2303080,W2303071,ABERDEEN,ABERDEEN,ASSET-7705,Meter bypass repair,No visible defect found on main,1,MR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,PE joint re-made,Y,0,0,0,1,0,OPEN,2026-05-27 19:36:22,2026-05-27 10:43:00,2026-05-27 19:36:22,LOC-ABD-930,HIGH STREET,ABERDEEN,AB1,1CE,ENG002,Alistair Fraser,CI,150
W2303081,W2303079,MOTHERWELL,MOTHERWELL,ASSET-5875,PE pipe section renewal,Temporary clamp applied,1,MR,YES,METER,Temporary repair applied,N,0,0,0,0,1,OPEN,2026-05-27 15:19:43,2026-05-27 08:45:00,2026-05-27 15:19:43,LOC-MTH-975,MARKET STREET,MOTHERWELL,MT3,8KX,ENG011,Sandra Gillies,PE,150
W2303082,W2303077,DUNDEE,DUNDEE,ASSET-0342,Meter bypass repair,Corrosion on steel riser above ground,2,ME,NO  [Root WO: Gas in Property = NO],RISER,Section replaced with PE,Y,1,0,0,0,0,PEND,2026-05-27 16:55:41,2026-05-27 12:30:00,2026-05-27 16:55:41,LOC-DND-791,UNION STREET,DUNDEE,DN2,3NO,ENG002,Alistair Fraser,CI,150
W2303083,W2303076,PAISLEY,PAISLEY,ASSET-0193,Service pipe leak repair,No visible defect found on main,3,IR,NO  [Root WO: Gas in Property = NO],RISER,Valve replaced,Y,0,0,0,0,1,COMP,2026-05-26 15:32:51,2026-05-26 11:03:00,2026-05-26 15:32:51,LOC-PSL-706,MAIN STREET,PAISLEY,PS9,5OA,ENG014,Ross Campbell,AC,32
W2303084,W2303082,EDINBURGH,EDINBURGH,ASSET-6832,Emergency service connection,Root damage identified,3,IR,NO  [Root WO: Gas in Property = NO],VALVE,Pipe section renewed,Y,0,1,0,0,0,COMP,2026-05-26 13:41:18,2026-05-26 10:11:00,2026-05-26 13:41:18,LOC-EDI-490,HIGH STREET,EDINBURGH,ED3,8HN,ENG011,Sandra Gillies,PE,150
W2303085,W2303084,PAISLEY,PAISLEY,ASSET-4278,Joint failure investigation,Corrosion on steel riser above ground,4,EM,NO  [Root WO: Gas in Property = YES],JOINT,Valve replaced,N,0,0,0,1,0,PEND,2026-05-26 13:36:02,2026-05-26 07:54:00,2026-05-26 13:36:02,LOC-PSL-269,HIGH STREET,PAISLEY,PS7,3VA,ENG003,Catriona Stewart,PE,250
W2303086,W2303083,INVERNESS,INVERNESS,ASSET-4135,Service riser inspection,No visible defect found on main,2,ME,NO  [Root WO: Gas in Property = NO],METER,Section replaced with PE,Y,0,0,0,0,1,PEND,2026-05-27 17:29:44,2026-05-27 12:22:00,2026-05-27 17:29:44,LOC-INV-124,UNION STREET,INVERNESS,IN1,7PC,ENG010,Brian Thomson,ST,25
W2303087,W2303083,ABERDEEN,ABERDEEN,ASSET-8504,Service pipe leak repair,PE joint failure on low pressure,1,EM,NO  [Root WO: Gas in Property = NO],RISER,Section replaced with PE,N,1,0,0,0,0,COMP,2026-05-27 17:55:17,2026-05-27 10:43:00,2026-05-27 17:55:17,LOC-ABD-182,UNION STREET,ABERDEEN,AB8,5UF,ENG013,Lynn Murray,PE,32
W2303088,W2303082,PERTH,PERTH,ASSET-3643,Main repair following excavation,Excavation required,1,IR,YES,METER,Monitor and review,Y,0,0,0,1,0,OPEN,2026-05-27 15:28:31,2026-05-27 10:09:00,2026-05-27 15:28:31,LOC-PRT-497,VICTORIA ROAD,PERTH,PR1,9KI,ENG002,Alistair Fraser,CI,63
W2303089,W2303083,PAISLEY,PAISLEY,ASSET-3864,PE pipe section renewal,Isolation required,3,MR,NO  [Root WO: Gas in Property = YES],METER,Monitor and review,Y,0,1,0,0,0,PEND,2026-05-27 14:11:09,2026-05-27 07:31:00,2026-05-27 14:11:09,LOC-PSL-067,HIGH STREET,PAISLEY,PS3,5KU,ENG011,Sandra Gillies,CI,150
W2303090,W2303088,EDINBURGH,EDINBURGH,ASSET-2342,Pressure drop investigation,No visible defect found on main,4,IR,NO,SERVICE PIPE,Section replaced with PE,Y,0,0,0,1,0,COMP,2026-05-26 13:23:52,2026-05-26 09:40:00,2026-05-26 13:23:52,LOC-EDI-535,HIGH STREET,EDINBURGH,ED8,7DX,ENG010,Brian Thomson,AC,150
W2303091,W2303089,EDINBURGH,EDINBURGH,ASSET-8618,Joint failure investigation,No visible defect found on main,1,ME,NO,SERVICE PIPE,Isolation applied,N,0,0,0,0,1,CLOSE,2026-05-26 17:29:26,2026-05-26 12:51:00,2026-05-26 17:29:26,LOC-EDI-732,PRINCES STREET,EDINBURGH,ED2,2FY,ENG015,Diane Kerr,AC,150
W2303092,W2303088,PERTH,PERTH,ASSET-1922,PE pipe section renewal,Excavation required,2,MR,NO  [Root WO: Gas in Property = NO],JOINT,Riser section replaced,Y,1,0,0,0,0,PEND,2026-05-27 15:31:16,2026-05-27 10:28:00,2026-05-27 15:31:16,LOC-PRT-446,CHURCH STREET,PERTH,PR9,5JE,ENG005,Fiona Cameron,PE,25
W2303093,W2303091,STIRLING,STIRLING,ASSET-2099,Gas smell report investigation,Customer reported smell,2,MR,NO  [Root WO: Gas in Property = YES],VALVE,Isolation applied,N,0,0,0,0,1,CLOSE,2026-05-26 09:17:21,2026-05-26 06:27:00,2026-05-26 09:17:21,LOC-STL-845,HIGH STREET,STIRLING,ST7,5YE,ENG002,Alistair Fraser,ST,250
W2303094,W2303084,STIRLING,STIRLING,ASSET-1244,Corrosion repair on main,Root damage identified,1,EM,NO  [Root WO: Gas in Property = YES],MAIN,Pipe section renewed,Y,0,0,1,0,0,PEND,2026-05-27 13:49:10,2026-05-27 09:32:00,2026-05-27 13:49:10,LOC-STL-454,UNION STREET,STIRLING,ST4,5CO,ENG015,Diane Kerr,ST,32
W2303095,W2303094,INVERNESS,INVERNESS,ASSET-4678,Pressure drop investigation,Corrosion on steel riser above ground,4,EM,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Section replaced with PE,Y,0,0,0,1,0,COMP,2026-05-26 15:27:48,2026-05-26 13:13:00,2026-05-26 15:27:48,LOC-INV-015,HIGH STREET,INVERNESS,IN3,3GS,ENG010,Brian Thomson,CI,100
W2303096,W2303089,PAISLEY,PAISLEY,ASSET-7763,Meter bypass repair,Root damage identified,2,MR,NO  [Root WO: Gas in Property = NO],JOINT,Clamp fitted,N,0,0,0,1,0,COMP,2026-05-26 14:28:36,2026-05-26 10:08:00,2026-05-26 14:28:36,LOC-PSL-357,KING STREET,PAISLEY,PS1,5MF,ENG003,Catriona Stewart,CI,32
W2303097,W2303089,INVERNESS,INVERNESS,ASSET-3310,Joint failure investigation,Excavation required,3,MR,YES,RISER,Riser section replaced,Y,1,0,0,0,0,OPEN,2026-05-27 17:39:03,2026-05-27 12:51:00,2026-05-27 17:39:03,LOC-INV-985,KING STREET,INVERNESS,IN5,9YK,ENG011,Sandra Gillies,ST,200
W2303098,W2303088,DUNDEE,DUNDEE,ASSET-4034,Corrosion repair on main,Isolation required,4,ME,NO  [Root WO: Gas in Property = NO],RISER,Valve replaced,Y,1,0,0,0,0,COMP,2026-05-26 15:39:39,2026-05-26 09:32:00,2026-05-26 15:39:39,LOC-DND-302,KING STREET,DUNDEE,DN9,9LX,ENG010,Brian Thomson,PE,250
W2303099,W2303090,ABERDEEN,ABERDEEN,ASSET-3402,Corrosion repair on main,Root damage identified,1,IR,NO  [Root WO: Gas in Property = NO],VALVE,Valve replaced,Y,1,0,0,0,0,CLOSE,2026-05-27 15:16:41,2026-05-27 09:03:00,2026-05-27 15:16:41,LOC-ABD-302,UNION STREET,ABERDEEN,AB2,5MS,ENG013,Lynn Murray,AC,25
W2303100,W2303090,INVERNESS,INVERNESS,ASSET-5621,Service riser inspection,Isolation required,3,EM,NO  [Root WO: Gas in Property = NO],JOINT,Section replaced with PE,Y,0,0,0,0,1,COMP,2026-05-27 13:43:08,2026-05-27 06:58:00,2026-05-27 13:43:08,LOC-INV-266,HIGH STREET,INVERNESS,IN7,1MY,ENG003,Catriona Stewart,ST,25
W2303101,W2303099,DUNDEE,DUNDEE,ASSET-2541,Main repair following excavation,Root damage identified,3,IR,NO  [Root WO: Gas in Property = YES],VALVE,Monitor and review,N,0,0,0,0,1,COMP,2026-05-26 18:42:47,2026-05-26 11:35:00,2026-05-26 18:42:47,LOC-DND-481,VICTORIA ROAD,DUNDEE,DN7,1XL,ENG004,Douglas Reid,PE,100
W2303102,W2303097,DUNDEE,DUNDEE,ASSET-9011,Emergency service connection,Customer reported smell,1,ME,NO  [Root WO: Gas in Property = YES],JOINT,Isolation applied,N,1,0,0,0,0,OPEN,2026-05-27 12:35:16,2026-05-27 10:16:00,2026-05-27 12:35:16,LOC-DND-767,MARKET STREET,DUNDEE,DN8,8QO,ENG006,Kevin McAllister,CI,150
W2303103,W2303099,STIRLING,STIRLING,ASSET-5291,Pressure drop investigation,Root damage identified,4,MR,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Isolation applied,N,0,1,0,0,0,PEND,2026-05-26 20:23:33,2026-05-26 12:44:00,2026-05-26 20:23:33,LOC-STL-611,MAIN STREET,STIRLING,ST9,9RI,ENG009,Lorna Mitchell,AC,32
W2303104,W2303100,PERTH,PERTH,ASSET-9046,Routine repair WO,Temporary clamp applied,2,ME,NO  [Root WO: Gas in Property = NO],JOINT,Valve replaced,Y,0,0,0,0,1,PEND,2026-05-26 11:45:06,2026-05-26 07:10:00,2026-05-26 11:45:06,LOC-PRT-414,KING STREET,PERTH,PR4,9BC,ENG001,John MacDonald,AC,25
W2303105,W2303102,EDINBURGH,EDINBURGH,ASSET-5558,Gas smell report investigation,No visible defect found on main,3,MR,YES,MAIN,Riser section replaced,N,0,0,1,0,0,PEND,2026-05-27 13:45:21,2026-05-27 10:43:00,2026-05-27 13:45:21,LOC-EDI-137,ARGYLE STREET,EDINBURGH,ED9,9LD,ENG006,Kevin McAllister,ST,32
W2303106,W2303100,STIRLING,STIRLING,ASSET-4284,Service pipe leak repair,Temporary clamp applied,4,EM,NO  [Root WO: Gas in Property = NO],VALVE,Temporary repair applied,Y,0,0,1,0,0,OPEN,2026-05-26 21:08:33,2026-05-26 12:54:00,2026-05-26 21:08:33,LOC-STL-959,UNION STREET,STIRLING,ST2,4EC,ENG004,Douglas Reid,CI,150
W2303107,W2303098,GLASGOW,GLASGOW,ASSET-2644,Corrosion repair on main,Corrosion on steel riser above ground,4,EM,NO,METER,Section replaced with PE,Y,0,0,0,0,1,PEND,2026-05-26 11:53:04,2026-05-26 06:29:00,2026-05-26 11:53:04,LOC-GLW-002,MAIN STREET,GLASGOW,GL8,1DR,ENG006,Kevin McAllister,PE,200
W2303108,W2303099,MOTHERWELL,MOTHERWELL,ASSET-1095,Corrosion repair on main,Isolation required,4,ME,YES,VALVE,Temporary repair applied,N,1,0,0,0,0,COMP,2026-05-27 12:02:11,2026-05-27 06:57:00,2026-05-27 12:02:11,LOC-MTH-356,BUCHANAN STREET,MOTHERWELL,MT1,3UT,ENG014,Ross Campbell,PE,63
W2303109,W2303107,PERTH,PERTH,ASSET-0140,Service pipe leak repair,Root damage identified,4,IR,NO,MAIN,Isolation applied,N,0,1,0,0,0,CLOSE,2026-05-27 13:58:34,2026-05-27 07:54:00,2026-05-27 13:58:34,LOC-PRT-138,KING STREET,PERTH,PR4,8OH,ENG008,Craig Burns,AC,63
W2303110,W2303107,GLASGOW,GLASGOW,ASSET-7761,Pressure drop investigation,Customer reported smell,2,MR,NO,VALVE,Valve replaced,Y,0,0,0,1,0,COMP,2026-05-26 15:50:01,2026-05-26 12:04:00,2026-05-26 15:50:01,LOC-GLW-387,PRINCES STREET,GLASGOW,GL2,7IN,ENG009,Lorna Mitchell,PE,25
W2303111,W2303106,GLASGOW,GLASGOW,ASSET-5891,Service riser inspection,No visible defect found on main,3,MR,YES,MAIN,Valve replaced,Y,0,1,0,0,0,OPEN,2026-05-26 14:09:56,2026-05-26 11:34:00,2026-05-26 14:09:56,LOC-GLW-872,CHURCH STREET,GLASGOW,GL6,6GU,ENG005,Fiona Cameron,AC,250
W2303112,W2303102,DUNDEE,DUNDEE,ASSET-0023,Joint failure investigation,Temporary clamp applied,4,IR,NO,SERVICE PIPE,Valve replaced,Y,1,0,0,0,0,OPEN,2026-05-26 13:53:09,2026-05-26 10:58:00,2026-05-26 13:53:09,LOC-DND-548,MAIN STREET,DUNDEE,DN1,8ZQ,ENG004,Douglas Reid,AC,63
W2303113,W2303111,PERTH,PERTH,ASSET-6110,Service riser inspection,Isolation required,3,MR,NO,VALVE,Riser section replaced,Y,0,0,0,0,1,COMP,2026-05-27 15:14:53,2026-05-27 07:05:00,2026-05-27 15:14:53,LOC-PRT-581,CHURCH STREET,PERTH,PR6,3AF,ENG005,Fiona Cameron,PE,100
W2303114,W2303105,GLASGOW,GLASGOW,ASSET-7964,Valve replacement,Temporary clamp applied,3,EM,NO,SERVICE PIPE,Section replaced with PE,Y,1,0,0,0,0,CLOSE,2026-05-26 16:27:35,2026-05-26 08:58:00,2026-05-26 16:27:35,LOC-GLW-312,VICTORIA ROAD,GLASGOW,GL1,1RA,ENG001,John MacDonald,ST,63
W2303115,W2303108,DUNDEE,DUNDEE,ASSET-3333,Gas smell report investigation,Customer reported smell,3,MR,YES,VALVE,Valve replaced,Y,0,0,0,0,1,CLOSE,2026-05-27 17:10:16,2026-05-27 09:18:00,2026-05-27 17:10:16,LOC-DND-482,PRINCES STREET,DUNDEE,DN3,8BM,ENG007,Morag Henderson,AC,100
W2303116,W2303111,PERTH,PERTH,ASSET-2746,Routine repair WO,Temporary clamp applied,3,IR,YES,METER,Clamp fitted,Y,0,0,0,1,0,CLOSE,2026-05-27 13:10:04,2026-05-27 10:09:00,2026-05-27 13:10:04,LOC-PRT-760,HIGH STREET,PERTH,PR4,2FJ,ENG011,Sandra Gillies,CI,25
W2303117,W2303108,MOTHERWELL,MOTHERWELL,ASSET-8196,Gas smell report investigation,Isolation required,1,ME,NO  [Root WO: Gas in Property = YES],JOINT,Monitor and review,N,0,1,0,0,0,PEND,2026-05-27 20:11:25,2026-05-27 13:17:00,2026-05-27 20:11:25,LOC-MTH-123,KING STREET,MOTHERWELL,MT3,8FX,ENG015,Diane Kerr,AC,100
W2303118,W2303110,GLASGOW,GLASGOW,ASSET-1505,PE pipe section renewal,Temporary clamp applied,3,EM,NO  [Root WO: Gas in Property = NO],MAIN,Riser section replaced,Y,0,0,0,1,0,CLOSE,2026-05-27 15:18:57,2026-05-27 10:32:00,2026-05-27 15:18:57,LOC-GLW-952,HIGH STREET,GLASGOW,GL6,3VD,ENG007,Morag Henderson,CI,200
W2303119,W2303110,PAISLEY,PAISLEY,ASSET-1954,PE pipe section renewal,PE joint failure on low pressure,3,IR,NO,MAIN,Valve replaced,N,0,1,0,0,0,PEND,2026-05-26 15:32:48,2026-05-26 12:14:00,2026-05-26 15:32:48,LOC-PSL-232,VICTORIA ROAD,PAISLEY,PS3,7VV,ENG012,Neil Forsyth,CI,63
W2303120,W2303112,DUNDEE,DUNDEE,ASSET-4119,Corrosion repair on main,Customer reported smell,1,MR,YES,RISER,Riser section replaced,N,0,1,0,0,0,COMP,2026-05-26 11:54:20,2026-05-26 06:34:00,2026-05-26 11:54:20,LOC-DND-417,VICTORIA ROAD,DUNDEE,DN3,7IZ,ENG011,Sandra Gillies,CI,250
W2303121,W2303120,GLASGOW,GLASGOW,ASSET-1054,Service riser inspection,Customer reported smell,4,ME,NO  [Root WO: Gas in Property = YES],METER,Section replaced with PE,N,0,0,1,0,0,COMP,2026-05-26 18:05:39,2026-05-26 09:18:00,2026-05-26 18:05:39,LOC-GLW-531,MARKET STREET,GLASGOW,GL6,1GE,ENG013,Lynn Murray,CI,25
W2303122,W2303121,STIRLING,STIRLING,ASSET-2438,Service pipe leak repair,Excavation required,4,EM,NO,SERVICE PIPE,Monitor and review,Y,1,0,0,0,0,OPEN,2026-05-27 21:24:51,2026-05-27 13:14:00,2026-05-27 21:24:51,LOC-STL-853,VICTORIA ROAD,STIRLING,ST1,9AG,ENG005,Fiona Cameron,PE,100
W2303123,W2303117,AYR,AYR,ASSET-8273,Corrosion repair on main,Leak found at joint under pavement,3,IR,NO  [Root WO: Gas in Property = NO],METER,PE joint re-made,Y,0,0,0,1,0,PEND,2026-05-26 10:56:21,2026-05-26 06:49:00,2026-05-26 10:56:21,LOC-AYR-065,BUCHANAN STREET,AYR,AY4,9UN,ENG006,Kevin McAllister,AC,63
W2303124,W2303121,PAISLEY,PAISLEY,ASSET-6422,Emergency service connection,Temporary clamp applied,4,ME,NO,RISER,Temporary repair applied,N,0,1,0,0,0,PEND,2026-05-27 19:19:33,2026-05-27 13:44:00,2026-05-27 19:19:33,LOC-PSL-192,ARGYLE STREET,PAISLEY,PS3,7TE,ENG010,Brian Thomson,PE,200
W2303125,W2303115,AYR,AYR,ASSET-6600,Main repair following excavation,No visible defect found on main,4,EM,NO,SERVICE PIPE,Section replaced with PE,N,0,0,0,1,0,CLOSE,2026-05-26 10:57:30,2026-05-26 07:07:00,2026-05-26 10:57:30,LOC-AYR-171,KING STREET,AYR,AY5,9FF,ENG009,Lorna Mitchell,ST,250
W2303126,W2303116,STIRLING,STIRLING,ASSET-3546,PE pipe section renewal,No visible defect found on main,1,ME,YES,METER,Pipe section renewed,N,0,0,0,1,0,OPEN,2026-05-26 16:05:29,2026-05-26 12:05:00,2026-05-26 16:05:29,LOC-STL-449,ARGYLE STREET,STIRLING,ST6,8QL,ENG001,John MacDonald,CI,250
W2303127,W2303124,MOTHERWELL,MOTHERWELL,ASSET-2191,Emergency service connection,Leak found at joint under pavement,1,EM,NO,RISER,Pipe section renewed,N,0,1,0,0,0,OPEN,2026-05-26 16:01:23,2026-05-26 13:27:00,2026-05-26 16:01:23,LOC-MTH-079,VICTORIA ROAD,MOTHERWELL,MT8,5VV,ENG015,Diane Kerr,AC,150
W2303128,W2303121,INVERNESS,INVERNESS,ASSET-5985,Meter bypass repair,Leak found at joint under pavement,2,IR,NO  [Root WO: Gas in Property = NO],JOINT,Monitor and review,Y,0,0,0,0,1,OPEN,2026-05-27 14:42:31,2026-05-27 07:36:00,2026-05-27 14:42:31,LOC-INV-858,KING STREET,INVERNESS,IN8,5FV,ENG003,Catriona Stewart,ST,250
W2303129,W2303120,PAISLEY,PAISLEY,ASSET-6115,Gas smell report investigation,Isolation required,2,IR,NO,METER,Valve replaced,N,0,0,1,0,0,PEND,2026-05-26 13:04:41,2026-05-26 08:01:00,2026-05-26 13:04:41,LOC-PSL-844,MAIN STREET,PAISLEY,PS9,7TQ,ENG005,Fiona Cameron,PE,100
W2303130,W2303127,GLASGOW,GLASGOW,ASSET-6621,Corrosion repair on main,Customer reported smell,1,ME,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Pipe section renewed,Y,0,0,0,1,0,COMP,2026-05-27 17:25:38,2026-05-27 11:30:00,2026-05-27 17:25:38,LOC-GLW-421,MAIN STREET,GLASGOW,GL8,5SA,ENG001,John MacDonald,PE,63
W2303131,W2303125,PERTH,PERTH,ASSET-6225,Joint failure investigation,Excavation required,2,IR,NO  [Root WO: Gas in Property = NO],JOINT,Pipe section renewed,N,0,0,0,0,1,COMP,2026-05-27 15:18:14,2026-05-27 09:46:00,2026-05-27 15:18:14,LOC-PRT-574,MARKET STREET,PERTH,PR8,4LX,ENG005,Fiona Cameron,ST,32
W2303132,W2303129,EDINBURGH,EDINBURGH,ASSET-8107,Routine repair WO,PE joint failure on low pressure,3,IR,NO  [Root WO: Gas in Property = YES],RISER,Isolation applied,Y,0,0,0,0,1,COMP,2026-05-26 19:31:06,2026-05-26 11:13:00,2026-05-26 19:31:06,LOC-EDI-456,CHURCH STREET,EDINBURGH,ED5,5QC,ENG011,Sandra Gillies,PE,32
