LDZ,Depot,Workstream,Engineer,Engineer Name,Team Manager Name,Workorder No.,Job Type,Job Priority,Actual Start,Actual Finish,Time On Site (HH:MM:SS),Duration (Hours)
SC,DUNDEE,REPAIR,ENG001,John MacDonald,Steven Leckie,W5603628,MR,E2,2026-05-23 06:10:00,2026-05-23 16:16:00,10:06:00,10.1
SE,HORSHAM,INSPECTION,ENG033,Julie Price,Pat Nolan,W5603629,RO,M1,2026-05-22 06:34:00,2026-05-22 11:46:00,05:12:00,5.2
NT,LEICESTER,ROUTINE,ENG060,Barry Noon,Sue Holt,W5603630,RO,E2,2026-05-26 10:21:00,2026-05-26 19:45:00,09:24:00,9.4
WM,WOLVERHAMPTON,METERING,ENG043,Diane Hunt,Tom Avery,W5603631,ME,R2,2026-05-21 10:23:00,2026-05-21 13:05:00,02:42:00,2.7
WM,BIRMINGHAM,EMERGENCY,ENG042,Steve Frost,Mark Reygate,W5603632,EM,E2,2026-05-25 08:57:00,2026-05-25 13:09:00,04:12:00,4.2
NT,NOTTINGHAM,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5603633,IR,R2,2026-05-23 10:29:00,2026-05-23 19:59:00,09:30:00,9.5
EA,PETERBOROUGH,REPAIR,ENG020,Mark Holloway,Mark Booker,W5603634,ME,E2,2026-05-25 09:35:00,2026-05-25 15:29:00,05:54:00,5.9
WM,WOLVERHAMPTON,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5603635,MR,E2,2026-05-25 06:50:00,2026-05-25 19:56:00,13:06:00,13.1
EA,PETERBOROUGH,REPAIR,ENG021,Rachel Davies,Mark Booker,W5603636,EM,R1,2026-05-22 10:46:00,2026-05-22 16:28:00,05:42:00,5.7
EA,NORWICH,ROUTINE,ENG022,Peter Wong,Mark Booker,W5603637,IR,E1,2026-05-22 11:26:00,2026-05-23 00:20:00,12:54:00,12.9
EA,NORWICH,ROUTINE,ENG022,Peter Wong,Mark Booker,W5603638,IR,E2,2026-05-21 06:09:00,2026-05-21 18:21:00,12:12:00,12.2
NW,WARRINGTON,EMERGENCY,ENG010,Paul Dawson,Gary Williams,W5603639,IR,M2,2026-05-21 10:40:00,2026-05-22 01:28:00,14:48:00,14.8
SO,BOURNEMOUTH,EMERGENCY,ENG050,Phil Hodgkins,Phil Russell,W5603640,MR,R1,2026-05-23 06:42:00,2026-05-23 20:48:00,14:06:00,14.1
SE,HORSHAM,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5603641,MR,M1,2026-05-27 10:25:00,2026-05-27 18:37:00,08:11:59,8.2
WM,WOLVERHAMPTON,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5603642,RO,M2,2026-05-26 11:19:00,2026-05-26 16:55:00,05:36:00,5.6
SC,PERTH,EMERGENCY,ENG003,Catriona Stewart,Graham Loan,W5603643,MR,E2,2026-05-27 11:08:00,2026-05-27 20:56:00,09:48:00,9.8
SC,STIRLING,EMERGENCY,ENG005,Fiona Cameron,Gordon Shaw,W5603644,MR,M1,2026-05-23 06:44:00,2026-05-23 20:44:00,14:00:00,14.0
EA,PETERBOROUGH,METERING,ENG023,Sharon King,Anne Foster,W5603645,RO,R2,2026-05-25 11:13:00,2026-05-26 00:13:00,13:00:00,13.0
WM,WOLVERHAMPTON,ROUTINE,ENG043,Diane Hunt,Tom Avery,W5603646,IR,R2,2026-05-27 08:30:00,2026-05-27 18:06:00,09:36:00,9.6
NT,LINCOLN,INSPECTION,ENG061,Cathy Dean,Sue Holt,W5603647,MR,R2,2026-05-27 11:23:00,2026-05-28 01:47:00,14:24:00,14.4
NT,DERBY,REPAIR,ENG061,Cathy Dean,Sue Holt,W5603648,EM,E2,2026-05-24 10:43:00,2026-05-24 13:43:00,03:00:00,3.0
NW,WARRINGTON,METERING,ENG012,Brian Cook,Gary Williams,W5603649,MR,R2,2026-05-21 10:08:00,2026-05-21 17:44:00,07:36:00,7.6
NW,STOCKPORT,REPAIR,ENG014,Alan Sharp,Dave Clarke,W5603650,IR,R1,2026-05-24 08:58:00,2026-05-24 12:52:00,03:54:00,3.9
SC,PERTH,REPAIR,ENG005,Fiona Cameron,Gordon Shaw,W5603651,EM,E2,2026-05-25 11:43:00,2026-05-25 22:37:00,10:54:00,10.9
SC,STIRLING,REPAIR,ENG005,Fiona Cameron,Gordon Shaw,W5603652,RO,M2,2026-05-23 11:43:00,2026-05-24 02:07:00,14:24:00,14.4
NT,NOTTINGHAM,REPAIR,ENG061,Cathy Dean,Sue Holt,W5603653,RO,R1,2026-05-22 10:25:00,2026-05-22 22:49:00,12:24:00,12.4
NT,NOTTINGHAM,METERING,ENG061,Cathy Dean,Sue Holt,W5603654,EM,R1,2026-05-23 10:29:00,2026-05-23 20:23:00,09:54:00,9.9
WM,DUDLEY,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5603655,ME,E2,2026-05-26 07:23:00,2026-05-26 12:47:00,05:24:00,5.4
NT,DERBY,METERING,ENG062,Fred Archer,Sue Holt,W5603656,EM,R2,2026-05-27 11:53:00,2026-05-27 18:59:00,07:06:00,7.1
EA,CAMBRIDGE,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5603657,EM,M1,2026-05-21 07:24:00,2026-05-21 15:48:00,08:24:00,8.4
NW,BOLTON,METERING,ENG014,Alan Sharp,Dave Clarke,W5603658,MR,E1,2026-05-21 09:11:00,2026-05-21 16:53:00,07:42:00,7.7
SC,DUNDEE,ROUTINE,ENG006,Kevin McAllister,Gordon Shaw,W5603659,ME,M1,2026-05-24 08:47:00,2026-05-24 21:11:00,12:24:00,12.4
SC,PAISLEY,INSPECTION,ENG006,Kevin McAllister,Gordon Shaw,W5603660,MR,R1,2026-05-21 11:18:00,2026-05-21 16:30:00,05:12:00,5.2
SO,SOUTHAMPTON,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5603661,EM,M1,2026-05-23 10:19:00,2026-05-23 13:31:00,03:12:00,3.2
SO,SOUTHAMPTON,REPAIR,ENG051,Wendy Nash,Phil Russell,W5603662,IR,R2,2026-05-25 08:26:00,2026-05-25 19:08:00,10:42:00,10.7
SC,INVERNESS,METERING,ENG002,Alistair Fraser,Steven Leckie,W5603663,ME,R1,2026-05-26 11:10:00,2026-05-26 20:34:00,09:24:00,9.4
NT,MANSFIELD,INSPECTION,ENG060,Barry Noon,Sue Holt,W5603664,RO,M1,2026-05-25 10:24:00,2026-05-25 17:54:00,07:30:00,7.5
NW,WARRINGTON,REPAIR,ENG013,Helen Morris,Dave Clarke,W5603665,RO,E2,2026-05-23 11:41:00,2026-05-23 14:59:00,03:18:00,3.3
WM,WALSALL,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5603666,MR,M1,2026-05-24 06:40:00,2026-05-24 09:10:00,02:30:00,2.5
EA,PETERBOROUGH,REPAIR,ENG020,Mark Holloway,Mark Booker,W5603667,IR,M2,2026-05-21 08:22:00,2026-05-21 14:10:00,05:48:00,5.8
SC,PERTH,INSPECTION,ENG001,John MacDonald,Steven Leckie,W5603668,IR,M1,2026-05-23 06:27:00,2026-05-23 11:39:00,05:12:00,5.2
WM,COVENTRY,EMERGENCY,ENG040,Wayne Edwards,Mark Reygate,W5603669,MR,E1,2026-05-22 06:20:00,2026-05-22 18:20:00,12:00:00,12.0
SE,EASTBOURNE,REPAIR,ENG032,Colin James,Pat Nolan,W5603670,IR,E1,2026-05-21 09:46:00,2026-05-21 19:58:00,10:12:00,10.2
EA,CAMBRIDGE,ROUTINE,ENG020,Mark Holloway,Mark Booker,W5603671,ME,M2,2026-05-23 10:25:00,2026-05-23 20:55:00,10:30:00,10.5
SC,STIRLING,METERING,ENG003,Catriona Stewart,Graham Loan,W5603672,EM,M2,2026-05-22 10:35:00,2026-05-22 17:05:00,06:30:00,6.5
SE,GUILDFORD,ROUTINE,ENG033,Julie Price,Pat Nolan,W5603673,IR,E1,2026-05-23 06:38:00,2026-05-23 16:08:00,09:30:00,9.5
NW,LIVERPOOL,METERING,ENG014,Alan Sharp,Dave Clarke,W5603674,ME,R2,2026-05-27 08:46:00,2026-05-27 11:46:00,03:00:00,3.0
WM,COVENTRY,ROUTINE,ENG043,Diane Hunt,Tom Avery,W5603675,EM,E1,2026-05-22 10:42:00,2026-05-22 20:00:00,09:18:00,9.3
NE,NEWCASTLE,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5603676,RO,R1,2026-05-27 08:00:00,2026-05-27 10:06:00,02:06:00,2.1
NT,DERBY,ROUTINE,ENG062,Fred Archer,Sue Holt,W5603677,EM,M2,2026-05-25 08:05:00,2026-05-25 11:59:00,03:54:00,3.9
NW,MANCHESTER,ROUTINE,ENG014,Alan Sharp,Dave Clarke,W5603678,MR,M2,2026-05-27 08:06:00,2026-05-27 22:48:00,14:42:00,14.7
NT,DERBY,EMERGENCY,ENG060,Barry Noon,Sue Holt,W5603679,EM,R1,2026-05-24 11:07:00,2026-05-24 15:37:00,04:30:00,4.5
SO,BASINGSTOKE,REPAIR,ENG052,Chris Lamb,Phil Russell,W5603680,EM,R1,2026-05-22 06:53:00,2026-05-22 12:35:00,05:42:00,5.7
SE,GUILDFORD,METERING,ENG032,Colin James,Pat Nolan,W5603681,RO,R2,2026-05-26 10:49:00,2026-05-26 15:37:00,04:48:00,4.8
NT,DERBY,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5603682,MR,R2,2026-05-23 08:07:00,2026-05-23 14:55:00,06:48:00,6.8
SO,SALISBURY,METERING,ENG050,Phil Hodgkins,Phil Russell,W5603683,IR,R1,2026-05-27 06:40:00,2026-05-27 14:46:00,08:06:00,8.1
NE,SUNDERLAND,ROUTINE,ENG072,Liz Cooke,Bill Tyne,W5603684,RO,M2,2026-05-25 10:13:00,2026-05-25 14:19:00,04:05:59,4.1
WM,COVENTRY,ROUTINE,ENG041,Una Cowling,Mark Reygate,W5603685,EM,M2,2026-05-26 10:34:00,2026-05-26 14:10:00,03:36:00,3.6
SO,SOUTHAMPTON,REPAIR,ENG052,Chris Lamb,Phil Russell,W5603686,ME,E2,2026-05-27 06:27:00,2026-05-27 17:57:00,11:30:00,11.5
NW,BLACKBURN,METERING,ENG013,Helen Morris,Dave Clarke,W5603687,RO,M1,2026-05-21 11:04:00,2026-05-21 15:10:00,04:05:59,4.1
WM,WOLVERHAMPTON,REPAIR,ENG043,Diane Hunt,Tom Avery,W5603688,MR,M1,2026-05-21 10:47:00,2026-05-21 18:47:00,08:00:00,8.0
EA,BEDFORD,METERING,ENG021,Rachel Davies,Mark Booker,W5603689,IR,E1,2026-05-27 09:24:00,2026-05-27 21:30:00,12:06:00,12.1
SE,CROYDON,REPAIR,ENG032,Colin James,Pat Nolan,W5603690,RO,E1,2026-05-27 10:15:00,2026-05-27 16:33:00,06:18:00,6.3
NE,GATESHEAD,METERING,ENG070,Janet Robb,Bill Tyne,W5603691,RO,E2,2026-05-23 06:54:00,2026-05-23 10:06:00,03:12:00,3.2
NW,BOLTON,INSPECTION,ENG013,Helen Morris,Dave Clarke,W5603692,MR,R1,2026-05-24 09:25:00,2026-05-24 23:13:00,13:48:00,13.8
SO,SOUTHAMPTON,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5603693,EM,E1,2026-05-26 10:00:00,2026-05-26 17:42:00,07:42:00,7.7
WM,COVENTRY,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5603694,ME,M2,2026-05-27 09:07:00,2026-05-27 12:37:00,03:30:00,3.5
SE,EASTBOURNE,ROUTINE,ENG031,Tracey McIntyre,Ray Ingram,W5603695,IR,R2,2026-05-27 11:41:00,2026-05-27 15:47:00,04:05:59,4.1
SO,BOURNEMOUTH,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5603696,ME,M1,2026-05-27 11:29:00,2026-05-27 20:11:00,08:41:59,8.7
SO,BASINGSTOKE,ROUTINE,ENG051,Wendy Nash,Phil Russell,W5603697,EM,M2,2026-05-21 08:01:00,2026-05-21 13:37:00,05:36:00,5.6
SE,HORSHAM,INSPECTION,ENG032,Colin James,Pat Nolan,W5603698,MR,E1,2026-05-22 09:54:00,2026-05-22 13:36:00,03:42:00,3.7
EA,IPSWICH,METERING,ENG022,Peter Wong,Mark Booker,W5603699,RO,R1,2026-05-25 09:04:00,2026-05-25 21:34:00,12:30:00,12.5
SE,GUILDFORD,EMERGENCY,ENG032,Colin James,Pat Nolan,W5603700,IR,R2,2026-05-25 08:04:00,2026-05-25 16:16:00,08:11:59,8.2
NW,MANCHESTER,REPAIR,ENG013,Helen Morris,Dave Clarke,W5603701,EM,R2,2026-05-27 07:09:00,2026-05-27 21:15:00,14:06:00,14.1
NE,SUNDERLAND,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5603702,IR,R1,2026-05-21 06:22:00,2026-05-21 14:58:00,08:36:00,8.6
NE,SUNDERLAND,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5603703,RO,E1,2026-05-27 11:10:00,2026-05-28 01:34:00,14:24:00,14.4
EA,NORWICH,EMERGENCY,ENG023,Sharon King,Anne Foster,W5603704,RO,M1,2026-05-25 06:59:00,2026-05-25 16:23:00,09:24:00,9.4
SC,EDINBURGH,INSPECTION,ENG004,Douglas Reid,Graham Loan,W5603705,IR,M2,2026-05-27 08:24:00,2026-05-27 14:06:00,05:42:00,5.7
SE,HORSHAM,INSPECTION,ENG032,Colin James,Pat Nolan,W5603706,IR,M1,2026-05-24 10:52:00,2026-05-25 02:34:00,15:42:00,15.7
NE,DURHAM,INSPECTION,ENG071,Alan Shaw,Bill Tyne,W5603707,IR,R1,2026-05-24 06:23:00,2026-05-24 17:41:00,11:18:00,11.3
NE,SUNDERLAND,INSPECTION,ENG070,Janet Robb,Bill Tyne,W5603708,MR,E2,2026-05-23 08:00:00,2026-05-23 22:48:00,14:48:00,14.8
EA,IPSWICH,METERING,ENG020,Mark Holloway,Mark Booker,W5603709,RO,E1,2026-05-25 07:06:00,2026-05-25 13:06:00,06:00:00,6.0
EA,LUTON,METERING,ENG022,Peter Wong,Mark Booker,W5603710,ME,R2,2026-05-22 07:30:00,2026-05-22 12:48:00,05:18:00,5.3
SC,STIRLING,INSPECTION,ENG001,John MacDonald,Steven Leckie,W5603711,RO,E1,2026-05-22 06:06:00,2026-05-22 11:00:00,04:54:00,4.9
EA,IPSWICH,REPAIR,ENG022,Peter Wong,Mark Booker,W5603712,EM,R1,2026-05-27 08:35:00,2026-05-27 19:47:00,11:12:00,11.2
EA,BEDFORD,METERING,ENG023,Sharon King,Anne Foster,W5603713,MR,M2,2026-05-21 11:39:00,2026-05-21 18:21:00,06:42:00,6.7
SC,ABERDEEN,EMERGENCY,ENG006,Kevin McAllister,Gordon Shaw,W5603714,EM,M2,2026-05-26 10:46:00,2026-05-26 23:58:00,13:12:00,13.2
NW,BOLTON,REPAIR,ENG010,Paul Dawson,Gary Williams,W5603715,IR,R1,2026-05-27 06:02:00,2026-05-27 21:32:00,15:30:00,15.5
NW,BOLTON,EMERGENCY,ENG011,Karen Simmons,Gary Williams,W5603716,ME,M2,2026-05-22 10:36:00,2026-05-23 02:18:00,15:42:00,15.7
SC,STIRLING,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5603717,EM,R2,2026-05-21 11:45:00,2026-05-22 03:21:00,15:36:00,15.6
SO,SOUTHAMPTON,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5603718,EM,R2,2026-05-25 10:27:00,2026-05-26 00:57:00,14:30:00,14.5
NW,BOLTON,REPAIR,ENG010,Paul Dawson,Gary Williams,W5603719,MR,R2,2026-05-24 08:25:00,2026-05-24 18:55:00,10:30:00,10.5
SO,SOUTHAMPTON,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5603720,ME,E1,2026-05-27 06:31:00,2026-05-27 16:37:00,10:06:00,10.1
SE,HORSHAM,METERING,ENG031,Tracey McIntyre,Ray Ingram,W5603721,IR,E2,2026-05-27 10:21:00,2026-05-27 23:15:00,12:54:00,12.9
WM,WALSALL,METERING,ENG043,Diane Hunt,Tom Avery,W5603722,ME,E2,2026-05-21 10:06:00,2026-05-21 22:00:00,11:54:00,11.9
SO,SALISBURY,INSPECTION,ENG052,Chris Lamb,Phil Russell,W5603723,EM,E1,2026-05-25 11:37:00,2026-05-25 15:25:00,03:48:00,3.8
NE,DURHAM,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5603724,IR,M1,2026-05-26 11:16:00,2026-05-26 16:40:00,05:24:00,5.4
NT,LINCOLN,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5603725,IR,R1,2026-05-27 09:18:00,2026-05-27 20:24:00,11:06:00,11.1
NW,WIGAN,METERING,ENG010,Paul Dawson,Gary Williams,W5603726,RO,R2,2026-05-22 08:12:00,2026-05-22 11:42:00,03:30:00,3.5
SE,HORSHAM,INSPECTION,ENG031,Tracey McIntyre,Ray Ingram,W5603727,EM,R2,2026-05-22 09:49:00,2026-05-22 18:31:00,08:41:59,8.7
SC,PERTH,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5603728,RO,E1,2026-05-26 09:24:00,2026-05-26 18:18:00,08:54:00,8.9
NE,SUNDERLAND,ROUTINE,ENG072,Liz Cooke,Bill Tyne,W5603729,EM,R1,2026-05-27 06:11:00,2026-05-27 16:11:00,10:00:00,10.0
NT,DERBY,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5603730,RO,R2,2026-05-25 06:19:00,2026-05-25 16:01:00,09:42:00,9.7
EA,BEDFORD,REPAIR,ENG023,Sharon King,Anne Foster,W5603731,ME,E1,2026-05-23 09:09:00,2026-05-23 22:57:00,13:48:00,13.8
SE,BRIGHTON,ROUTINE,ENG031,Tracey McIntyre,Ray Ingram,W5603732,RO,M1,2026-05-26 08:49:00,2026-05-26 20:25:00,11:36:00,11.6
NT,NOTTINGHAM,METERING,ENG062,Fred Archer,Sue Holt,W5603733,EM,R1,2026-05-23 10:08:00,2026-05-23 15:32:00,05:24:00,5.4
NE,NEWCASTLE,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5603734,ME,M2,2026-05-27 07:52:00,2026-05-27 18:40:00,10:48:00,10.8
SO,PORTSMOUTH,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5603735,IR,R2,2026-05-25 09:13:00,2026-05-25 22:49:00,13:36:00,13.6
EA,IPSWICH,ROUTINE,ENG021,Rachel Davies,Mark Booker,W5603736,RO,R1,2026-05-23 11:44:00,2026-05-23 22:26:00,10:42:00,10.7
WM,DUDLEY,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5603737,IR,M2,2026-05-26 11:52:00,2026-05-26 14:04:00,02:12:00,2.2
NW,LIVERPOOL,REPAIR,ENG014,Alan Sharp,Dave Clarke,W5603738,RO,E1,2026-05-24 10:09:00,2026-05-24 17:03:00,06:54:00,6.9
NT,LINCOLN,REPAIR,ENG061,Cathy Dean,Sue Holt,W5603739,EM,M2,2026-05-27 08:12:00,2026-05-27 14:42:00,06:30:00,6.5
NE,GATESHEAD,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5603740,IR,R2,2026-05-26 11:56:00,2026-05-26 16:38:00,04:42:00,4.7
NW,LIVERPOOL,ROUTINE,ENG011,Karen Simmons,Gary Williams,W5603741,EM,R1,2026-05-24 10:25:00,2026-05-24 14:25:00,04:00:00,4.0
SC,DUNDEE,METERING,ENG001,John MacDonald,Steven Leckie,W5603742,MR,R2,2026-05-25 11:30:00,2026-05-25 23:18:00,11:48:00,11.8
NW,STOCKPORT,INSPECTION,ENG010,Paul Dawson,Gary Williams,W5603743,EM,E2,2026-05-21 07:43:00,2026-05-21 18:37:00,10:54:00,10.9
SO,SALISBURY,METERING,ENG050,Phil Hodgkins,Phil Russell,W5603744,IR,M2,2026-05-23 08:01:00,2026-05-23 12:07:00,04:05:59,4.1
WM,WALSALL,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5603745,IR,M1,2026-05-21 10:47:00,2026-05-21 16:35:00,05:48:00,5.8
EA,CAMBRIDGE,REPAIR,ENG022,Peter Wong,Mark Booker,W5603746,EM,E2,2026-05-23 10:47:00,2026-05-24 02:41:00,15:54:00,15.9
SE,GUILDFORD,ROUTINE,ENG032,Colin James,Pat Nolan,W5603747,ME,M2,2026-05-24 11:36:00,2026-05-24 19:42:00,08:06:00,8.1
SO,PORTSMOUTH,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5603748,MR,E1,2026-05-24 06:55:00,2026-05-24 17:01:00,10:06:00,10.1
NE,MIDDLESBROUGH,METERING,ENG070,Janet Robb,Bill Tyne,W5603749,ME,M2,2026-05-22 11:40:00,2026-05-22 21:34:00,09:54:00,9.9
NW,MANCHESTER,INSPECTION,ENG012,Brian Cook,Gary Williams,W5603750,RO,M2,2026-05-27 06:11:00,2026-05-27 21:47:00,15:36:00,15.6
NW,LIVERPOOL,METERING,ENG012,Brian Cook,Gary Williams,W5603751,ME,M1,2026-05-27 08:20:00,2026-05-27 14:44:00,06:24:00,6.4
NE,SUNDERLAND,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5603752,EM,R2,2026-05-23 06:21:00,2026-05-23 08:45:00,02:24:00,2.4
NE,GATESHEAD,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5603753,IR,M1,2026-05-24 11:26:00,2026-05-25 01:26:00,14:00:00,14.0
SE,GUILDFORD,ROUTINE,ENG031,Tracey McIntyre,Ray Ingram,W5603754,IR,R2,2026-05-24 08:48:00,2026-05-24 12:48:00,04:00:00,4.0
NW,WIGAN,REPAIR,ENG011,Karen Simmons,Gary Williams,W5603755,MR,M1,2026-05-24 10:48:00,2026-05-24 20:18:00,09:30:00,9.5
WM,WOLVERHAMPTON,REPAIR,ENG043,Diane Hunt,Tom Avery,W5603756,EM,M2,2026-05-22 10:22:00,2026-05-22 21:04:00,10:42:00,10.7
NE,GATESHEAD,INSPECTION,ENG071,Alan Shaw,Bill Tyne,W5603757,EM,E2,2026-05-21 06:17:00,2026-05-21 18:05:00,11:48:00,11.8
EA,NORWICH,METERING,ENG021,Rachel Davies,Mark Booker,W5603758,RO,M1,2026-05-23 09:43:00,2026-05-23 17:31:00,07:48:00,7.8
SC,INVERNESS,ROUTINE,ENG002,Alistair Fraser,Steven Leckie,W5603759,EM,M1,2026-05-23 06:07:00,2026-05-23 18:13:00,12:06:00,12.1
NT,LINCOLN,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5603760,RO,M2,2026-05-23 11:24:00,2026-05-23 15:54:00,04:30:00,4.5
NW,STOCKPORT,INSPECTION,ENG010,Paul Dawson,Gary Williams,W5603761,ME,M1,2026-05-23 07:41:00,2026-05-23 18:41:00,11:00:00,11.0
EA,CAMBRIDGE,INSPECTION,ENG022,Peter Wong,Mark Booker,W5603762,MR,M1,2026-05-27 11:00:00,2026-05-28 01:42:00,14:42:00,14.7
SE,CROYDON,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5603763,ME,R2,2026-05-23 07:26:00,2026-05-23 10:56:00,03:30:00,3.5
NW,STOCKPORT,REPAIR,ENG012,Brian Cook,Gary Williams,W5603764,EM,R2,2026-05-26 06:52:00,2026-05-26 16:04:00,09:12:00,9.2
NW,BOLTON,REPAIR,ENG013,Helen Morris,Dave Clarke,W5603765,EM,R2,2026-05-27 10:04:00,2026-05-27 19:58:00,09:54:00,9.9
NT,DERBY,INSPECTION,ENG061,Cathy Dean,Sue Holt,W5603766,EM,R2,2026-05-24 11:33:00,2026-05-24 20:57:00,09:24:00,9.4
NE,NEWCASTLE,INSPECTION,ENG071,Alan Shaw,Bill Tyne,W5603767,EM,R1,2026-05-22 09:03:00,2026-05-22 21:27:00,12:24:00,12.4
SE,MAIDSTONE,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5603768,ME,R1,2026-05-21 10:58:00,2026-05-21 14:04:00,03:06:00,3.1
SE,MAIDSTONE,METERING,ENG031,Tracey McIntyre,Ray Ingram,W5603769,IR,M1,2026-05-25 08:05:00,2026-05-25 15:41:00,07:36:00,7.6
NT,NOTTINGHAM,INSPECTION,ENG061,Cathy Dean,Sue Holt,W5603770,MR,M1,2026-05-26 06:52:00,2026-05-26 17:52:00,11:00:00,11.0
EA,LUTON,INSPECTION,ENG022,Peter Wong,Mark Booker,W5603771,MR,M1,2026-05-26 07:50:00,2026-05-26 18:26:00,10:36:00,10.6
SC,ABERDEEN,ROUTINE,ENG002,Alistair Fraser,Steven Leckie,W5603772,RO,M1,2026-05-26 06:11:00,2026-05-26 13:53:00,07:42:00,7.7
SO,PORTSMOUTH,ROUTINE,ENG051,Wendy Nash,Phil Russell,W5603773,ME,E1,2026-05-26 06:22:00,2026-05-26 20:28:00,14:06:00,14.1
SC,ABERDEEN,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5603774,ME,M1,2026-05-26 08:56:00,2026-05-26 18:26:00,09:30:00,9.5
EA,PETERBOROUGH,ROUTINE,ENG021,Rachel Davies,Mark Booker,W5603775,IR,E1,2026-05-25 08:08:00,2026-05-25 17:44:00,09:36:00,9.6
SE,CROYDON,ROUTINE,ENG032,Colin James,Pat Nolan,W5603776,MR,E2,2026-05-25 09:37:00,2026-05-25 16:55:00,07:18:00,7.3
SE,HORSHAM,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5603777,IR,M1,2026-05-24 07:45:00,2026-05-24 12:57:00,05:12:00,5.2
SO,PORTSMOUTH,METERING,ENG052,Chris Lamb,Phil Russell,W5603778,IR,M1,2026-05-22 07:01:00,2026-05-22 10:49:00,03:48:00,3.8
WM,STOKE,REPAIR,ENG041,Una Cowling,Mark Reygate,W5603779,IR,M2,2026-05-26 08:32:00,2026-05-26 17:44:00,09:12:00,9.2
SC,GLASGOW,EMERGENCY,ENG006,Kevin McAllister,Gordon Shaw,W5603780,ME,R2,2026-05-24 07:16:00,2026-05-24 12:28:00,05:12:00,5.2
SC,ABERDEEN,ROUTINE,ENG004,Douglas Reid,Graham Loan,W5603781,EM,R2,2026-05-24 11:54:00,2026-05-24 16:54:00,05:00:00,5.0
SO,BOURNEMOUTH,REPAIR,ENG052,Chris Lamb,Phil Russell,W5603782,ME,E1,2026-05-26 06:09:00,2026-05-26 11:39:00,05:30:00,5.5
SC,INVERNESS,INSPECTION,ENG005,Fiona Cameron,Gordon Shaw,W5603783,ME,R1,2026-05-25 07:24:00,2026-05-25 10:24:00,03:00:00,3.0
NE,MIDDLESBROUGH,METERING,ENG071,Alan Shaw,Bill Tyne,W5603784,RO,R2,2026-05-21 08:15:00,2026-05-21 12:51:00,04:36:00,4.6
NT,DERBY,EMERGENCY,ENG060,Barry Noon,Sue Holt,W5603785,EM,R1,2026-05-22 11:04:00,2026-05-22 15:58:00,04:54:00,4.9
WM,STOKE,METERING,ENG041,Una Cowling,Mark Reygate,W5603786,IR,M2,2026-05-21 11:38:00,2026-05-21 23:56:00,12:18:00,12.3
NT,DERBY,EMERGENCY,ENG062,Fred Archer,Sue Holt,W5603787,MR,E2,2026-05-25 10:02:00,2026-05-25 17:14:00,07:12:00,7.2
EA,IPSWICH,REPAIR,ENG022,Peter Wong,Mark Booker,W5603788,EM,E1,2026-05-27 09:26:00,2026-05-27 11:44:00,02:18:00,2.3
NT,MANSFIELD,EMERGENCY,ENG062,Fred Archer,Sue Holt,W5603789,RO,R1,2026-05-21 07:30:00,2026-05-21 18:36:00,11:06:00,11.1
NE,SUNDERLAND,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5603790,EM,M1,2026-05-25 08:38:00,2026-05-25 23:56:00,15:18:00,15.3
SE,HORSHAM,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5603791,EM,R2,2026-05-23 10:28:00,2026-05-23 20:22:00,09:54:00,9.9
